Geoname ID,Name
285091,Al Hāshimīyah
7890368,Ad Dawḩah
7890813,Bayt ‘Īnūn
2261577,Vila Viçosa
2263286,São Marcos da Serra
2265326,Paço de Arcos
2266865,Mafra
2270380,Câmara de Lobos
2271296,Azinhaga
2271350,Aveiras de Cima
2271682,Amor
2271841,Alter do Chão
2272143,Alcoentre
2272341,Água de Pena
2732404,Vilarinho
2732626,Vila Frescainha
2734346,São Romão
2735083,Rio Tinto
2739222,Freixo de Espada à Cinta
2739751,Faria
2741637,Campo de Besteiros
1559543,Ulimang
3436725,Villa Hayes
3438070,General Elizardo Aquino
3438981,Colonia Menno
3439355,Belén
289993,Al Ghuwayrīyah
935255,Sainte-Marie
662361,Zădăreni
662366,Zăbrani
662651,Viziru
662715,Vârvoru de Jos
662850,Vima Mică
662948,Viforâta
663078,Vela
663118,Vaslui
663267,Văleni
663355,Valea Târsei
663388,Valea Șoșii
663421,Valea Seacă
663593,Valea Mărului
4347553,Aspen Hill
4349107,Boonsboro
4349706,Brunswick
4350348,Cape Saint Claire
4350635,Catonsville
4351184,Chesapeake Beach
4352618,Crownsville
4353925,East Riverdale
4354352,Emmitsburg
4355230,Forest Heights
4355670,Friendly
4355780,Fruitland
4358821,Hyattsville
4362009,Mays Chapel
4366030,Potomac Park
4373426,White Marsh
4380570,Cedar Hill
4388831,Greenwood
4389411,Hanley Hills
4391029,Holts Summit
4393451,Kennett
4398859,Monroe City
4399725,Mountain Grove
4400423,New London
4401560,Oakland
4401659,Odessa
4402998,Perryville
4406895,Saint George
4407259,Saint Robert
4411912,Town and Country
4412975,Velda Village
4413557,Wardsville
4422442,Columbus
4426822,Flowood
4433039,Laurel
4436694,Morton
4440413,Pass Christian
4443338,Ripley
4447344,Stonewall
4452137,Aberdeen
4459530,Castle Hayne
4464096,Drexel
4467167,Franklinville
4468990,Green Level
4470359,Hayesville
4474274,Kill Devil Hills
4482101,Newton
4482264,Norlina
4482941,Oak Ridge
4484490,Pembroke
4493343,Stedman
4497413,Wallburg
4500950,Brooklawn
4505215,Amberley
4510098,Devola
4510456,Dunlap
4511149,Etna
4518737,Morrow
4521268,Piketon
4522228,Reading
4524642,Shiloh
4526284,Thornport
4526993,Upper Arlington
4529096,Ada
4529143,Afton
4529292,Altus
4534934,Del City
4537728,Goldsby
4539615,Jenks
4550659,Sand Springs
4552280,Stilwell
4555791,Wilson
4555925,Wister
4556248,Aldan
4557699,East Lansdowne
4562366,Woodlyn
4578841,Forest Acres
4581023,Hanahan
4582790,Inman Mills
4595346,Seneca
4597200,Spartanburg
4600434,Wellford
4600990,Whitmire
4624443,Gatlinburg
4626029,Graysville
4632852,Jamestown
4635031,La Vergne
4635037,LaFollette
4635093,Lafayette
4639871,Mason
4643153,Mount Carmel
4658590,Smyrna
4658841,South Carthage
4672171,Bandera
4672600,Batesville
4673094,Bedford
4683142,Cooper
4683317,Corinth
4689803,Fair Oaks Ranch
4695325,Groveton
4699442,Humble
4700235,Itasca
4703372,Kingsland
4704395,Lake Brownwood
4706736,Little Elm
4714895,Nolanville
4715292,North Richland Hills
4716599,Olivarez
4717376,Palo Pinto
4718107,Pearsall
4720105,Porter Heights
4720270,Poteet
4724359,Rusk
4724892,Saint Hedwig
4727629,Sealy
4733940,Springtown
4734350,Stephenville
4736420,The Hills
4739052,Venus
4739414,Von Ormy
4743432,Yoakum
4745764,Basye
4746265,Bedford
4749652,Buckingham
4754901,Crozet
4765475,Hurt
4769339,Lexington
4772566,Mechanicsville
4776181,Nokesville
4777824,Palmyra
4777858,Pannill Fork
4787171,Springville
4787247,Stafford
4788145,Sudley
4800195,Brookhaven
4801828,Chapmanville
4807389,Grantsville
4813648,Mallory
4815200,Monongah
4830668,Athens
4830687,Ashland
4834040,Enfield
4835032,Glenville
4839222,Naugatuck
4842818,Seymour
4852640,Coralville
4858239,George
4868809,New Sharon
4890304,Dunlap
4894410,Granville
4896075,Hoffman Estates
4898850,La Grange Park
4899135,Lake Summerset
4900611,Lower West Side
4900817,Macomb
4902065,Metamora
4903360,Near North Side
4905211,Palatine
4907786,Robbins
4907898,Rock Falls
4907953,Rockdale
4911059,Seneca
4913892,Tremont
4915533,Warsaw
4915543,Washburn
4916161,Western Springs
4916975,Wood Dale
4918393,Bristol
4928733,Adams
4929785,Barre
4934500,Danvers
4935372,East Douglas
4935939,Erving
4939671,Holland
4941873,Leominster
4942939,Malden
4945659,North Lakeville
4946990,Pepperell
4950749,Shelburne Falls
4953794,Upton
4955030,West Newbury
4967277,Hodgdon
4973259,New Gloucester
4979840,Stetson
4983989,Allegan
4988671,Chesaning
4989132,Clinton
4994358,Grand Rapids
4998830,Lansing
4998956,Lawton
5004817,Oxford
5006818,Ravenna
5009717,Shields
5010077,Skidway Lake
5014946,Whitmore Lake
5016490,Annandale
5018751,Blue Earth
5023482,Cross Lake
5024996,East Grand Forks
5025381,Elbow Lake
5026094,Fairfax
5029405,Harris
5034239,Lauderdale
5034813,Litchfield
5034970,Little Falls
5036493,Maple Grove
5037680,Minneota
5041146,Pequot Lakes
5048378,Spring Valley
5048496,Stacy
5055816,La Plata
5058701,Cooperstown
5062292,Valley City
5065495,Chalco
5067285,Eagle
5069297,Grand Island
5069802,Hastings
5081518,Weeping Water
5082292,Wymore
5084518,Chester
5088905,Londonderry
5090046,Nashua
5090183,New Ipswich
5092346,Sanbornville
5093508,Temple
5094550,Westmoreland
5094812,Winchester
5095691,Beverly
5095808,Bogota
5097778,Fairfield
5098124,Flemington
5098242,Franklin Lakes
5100640,Long Valley
5101159,Middlesex
5102427,Parsippany
5105867,Vernon Valley
5106825,Akron
5106955,Alfred
5107612,Babylon
5111056,Cairo
5111990,Celoron
5113481,Coney Island
5116225,Edgemere
5116937,Farmingville
5118251,Gang Mills
5119223,Great Neck Gardens
5119383,Greenpoint
5119907,Hampton Manor
5120990,Holcomb
5122365,Irvington
5125657,Mahopac
5126828,Middleburgh
5127098,Milton
5127741,Mount Ivy
5128996,North Collins
5129248,North Valley Stream
5130328,Oyster Bay Cove
5132058,Portland
5133471,Ravena
5136421,Sayville
5137849,Sheepshead Bay
5137925,Sherburne
5141366,Tribes Hill
5143630,West Babylon
5144114,Westons Mills
5146233,Aurora
5148046,Bradner
5148773,Burton
5150351,Churchill
5152868,Eaton Estates
5154859,Fort Loramie
5155824,Glendale
5159421,Kalida
5161693,Manchester
5161803,Maple Heights
5162119,Masury
5166791,Pioneer
5172425,South Amherst
5173171,Stow
5175079,Van Wert
5175655,Walton Hills
5175847,Waterville
5175877,Wauseon
5181428,Bradford Woods
5181605,Brickerville
5181752,Brockway
5182768,Calumet
5184346,Churchill
5184541,Clearfield
5185284,Conway
5187506,Duncannon
5187542,Dunmore
5188960,Everett
5189408,Faxon
5190743,Galeton
5194099,Honesdale
5196621,Kutztown
5199494,Mahanoy City
5201045,Midland
5202141,Mount Cobb
5203197,New Hope
5206933,Port Carbon
2694417,Löberöd
2698681,Kungsör
2699777,Köpmanholmen
2702261,Kalmar
2704613,Hudiksvall
2704620,Huddinge
2705049,Hörby
2708152,Hammarstrand
2709969,Gullbrandstorp
2712414,Gävle
2716202,Enebyberg
2719245,Bro
2720501,Borås
2720689,Bollebygd
2723567,Bålsta
2725348,Ärla
2725901,Ängelholm
2726240,Åmål
7931985,Alby
3370936,Half Tree Hollow
3186906,Zagorje ob Savi
3187505,Vnanje Gorice
3192144,Radeče
3195011,Mislinja
3197842,Komen
3199303,Hrastje
3202333,Črnomelj
3217860,Slovenski Javornik
723265,Veľké Kapušany
723747,Revúca
3057141,Trenčianske Teplice
3057191,Tlmače
3057963,Púchov
3058114,Podvysoká
3058210,Pezinok
3059179,Kysucké Nové Mesto
3060852,Bytča
2409783,Bunumbu
2566569,Konakridee
3177299,Faetano
2244799,Thiès Nones
2245222,Somone
2245673,Sélikénié
2245704,Sédhiou
2247684,Ndioum
2248412,Médina-Yorofoula
2248512,Mbos
2250677,Kayar
2253522,Bounkiling
2254154,Bargny
12718718,Almas
3583009,Tecoluca
3585398,Jucuapa
3585856,El Tránsito
163330,Tasīl
164994,Şaḩnāyā
167713,Kuwayris Sharqī
168325,Khān Shaykhūn
170063,Aleppo
170689,Dhībbīn
171998,Babīlā
172349,At Tall
172955,Ar Raqqah
173377,Al Qāmishlī
9847679,Tremseh
3576994,Cockburn Town
2429605,Koumra
2435854,Bébédja
2365190,Mango
1150007,Trang
1150681,Sawankhalok
1150921,Ron Phibun
1151340,Photharam
1152181,Mae Tha
1153389,Hang Chat
1153634,Chom Thong
1597163,Mueang Yang
1603666,Fao Rai
1605279,Trat
1606302,Si Khoraphum
1606314,Si Chomphu
1606386,Sattahip
1607083,Ra-ngae
1607363,Pla Pak
1607433,Phu Luang
1607826,Phang Khon
1608418,Na Noi
1608485,Nam Nao
1608568,Na Chueak
1609163,Lap Lae
1609753,Kho Wang
1610607,Hua Taphan
1611405,Chaiyo
1611453,Buri Ram
1612772,Ban Thaen
1619434,Bang Kruai
1621066,Akat Amnuai
1884764,Phon Charoen
7510891,Nong Yasai
7510963,Ban Mai Chaiyaphot
7510986,Non Narai
1651816,Aileu
2468329,Galaat el Andeless
2473163,Sbikha
2473439,El Ksour
7870034,Jedelienne
296509,Kozak
296791,Yeşilyurt
299327,Tepecikören
299658,Taşpınar
299790,Bakırdağı
300027,Şenocak
301256,Selçuk
301446,Savcılı
302724,Pertek
303325,Ortyakent Yahşi
304382,Midyat
304453,Meydan
304734,Mazıdağı
304738,Mazgirt
305750,Kulp
306517,Köprüören
309527,Karaman
311711,İçmeler
312024,Hizan
312114,Hınıs
313900,Göynük
316473,Doğankavak
316505,Doğanbey
317413,Değirmendere
318576,Çiftlik
318675,Ceyhan
319725,Çaltılıbük
319910,Çakırlar
320700,Bozcaada
320946,Boğazlıyan
321327,Beşpınar
321637,Bekilli
322459,Bağlıca
323015,Atburgazı
323518,Arslanköy
323578,Armutlu
323911,Altınoluk
324486,Akseki
324837,Akçay
737022,Zonguldak
737614,Yenipazar
738569,Tütüncü
739714,Şeyhli
740177,Saraydüzü
740820,Ovacuma
742095,Kurucaşile
742528,Kötek
743337,Kilimli
743404,Kestel
743510,Kemalpaşa
744716,Kandıra
744827,Kale
745344,Ilgaz
745362,İkizdere
745401,İğdir
745714,Havza
745903,Hanak
746377,Gündoğdu
746497,Güdül
746546,Göynük
747503,Enez
749334,Cemilbey
750043,Çakırlı
752184,Alaplı
7698659,Köprübaşı
8521963,Yıldırım
3573882,Princes Town
1665357,Yujing
1670157,Sanzhi
149114,Usoke
155244,Majengo
156996,Kisarawe
161197,Basotu
616196,Staryi Dobrotvir
687417,Zelena
687841,Zakupne
690035,Velykoploske
690243,Velyka Mechetnya
690963,Turiisk
691435,Tomakivka
691603,Terpinnia
691929,Tamaryne
691943,Talalaivka
692108,Ivanove
692352,Studenok
692374,Striukove
692410,Strogonovka
692561,Stepnoye
692944,Stanislav
693301,Sokal
694579,Simeikyne
694590,Semenivka
694676,Selyshche
694812,Sarata
694889,Salkove
696426,Potelych
696566,Popasna
696677,Polohy
697450,Kurisove
698347,Orzhiv
698570,Olyshivka
698807,Obodivka
698921,Novi Troyany
698927,Novi Sanzhary
698976,Novozhilovka
699121,Novosvitlivka
699865,Nova Dofinivka
700371,Nedryhailiv
700606,Murovani Kurylivtsi
702090,Malyntsi
702116,Malyn
702125,Maliyivka
702658,Luhansk
702662,Lugovoye
703061,Lymanske
703230,Leninskoye
703662,Kupka
704049,Kryva Balka
704379,Krasnoyilsk
704508,Kramatorsk
705425,Kolodeznoye
705735,Kitsman
705914,Khyriv
706016,Petrivka
708181,Hrebinka
709354,Toretsk
711130,Dolishniy Shepit
711337,Buda
712602,Bilky
712682,Bekhtery
712897,Balkivtsi
713203,Armyansk
713500,Ananyiv
713505,Amurskoye
713514,Alupka
713686,Aleksandrovka
713772,Aeroflotskiy
6980613,Malen’koye
7039996,Prudovoye
227528,Nyachera
230893,Kitgum
231617,Kibale
233019,Kaberamaido
233093,Kaabong
4049032,Jessup
4054852,Chelsea
4054996,Chickasaw
4055879,Clio
4058219,Daphne
4065649,Guntersville
4066449,Hartselle
4075692,Meadowbrook
4081166,Odenville
4092788,Talladega
4094163,Troy
4094484,Tuscumbia
4096404,Warrior
4101260,Bentonville
4101309,Berryville
4102622,Booneville
4103448,Bryant
4104078,Calico Rock
4104602,Carlisle
4105168,Centerton
4105435,Cherokee Village
4109452,East End
4120792,Maumelle
4120886,McAlmont
4124671,Ola
4141402,Bellefonte
4143861,Newark
4148659,Bowling Green
4150118,Carrollwood Village
4150159,Carver Ranches
4151366,Clewiston
4151441,Cocoa Beach
4152395,Cross City
4152564,Cutler
4153790,Dunnellon
4157193,Graceville
4160822,Keystone
4161141,Laguna Beach
4161733,Lecanto
4163296,Manatee Road
4164047,Memphis
4166805,Ojus
4167190,Ormond-by-the-Sea
4167694,Panama City
4168228,Pensacola
4169018,Pompano Beach Highlands
4175637,Trenton
4177617,Wedgefield
4178775,Wright
4183363,Blakely
4183682,Bogart
4184845,Brunswick
4188197,Clarkesville
4188377,Cleveland
4196083,Franklin
4199928,Helena
4202810,Jesup
4210254,Morrow
4227871,Union Point
4233255,Barry
4233572,Benld
4235683,Chatham
4238858,Forsyth
4242790,Lebanon
4246757,Pawnee
4246983,Pinckneyville
4248480,Rosewood Heights
4249857,Shelbyville
4251841,Upper Alton
4251900,Valmeyer
4251917,Vandalia
4252060,Virden
4255673,Chandler
4255948,Cloverdale
4257227,Evansville
4262318,North Vernon
4262451,Odon
4263848,Rockport
4273430,Inman
4273680,Junction City
4282836,Augusta
4283138,Bardwell
792892,Barajevo
792950,Banatska Topola
3186633,Novi Žednik
3189229,Tabanović
3191376,Šabac
3195220,Metković
3195707,Mali Iđoš
3198963,Jadranska Lešnica
3201108,Dublje
3302765,Zlatibor
462022,Zubovo
463077,Zhiguli
463082,Zhigulevsk
463144,Zheshart
464687,Zaraysk
464829,Zaplavnoye
464891,Zapadnaya Dvina
465019,Zandak
466423,Yurino
466674,Yukamenskoye
466989,Yessentukskaya
468899,Yaroslavskaya
468921,Yaroslavichi
468983,Yarensk
468991,Yarega
469960,Vytegra
470304,Vysha
470368,Vyritsa
471456,Vostryakovo
471639,Voskresenskoye
472113,Vorobyovka
472490,Volodarskiy
472528,Vol’nyy Aul
473295,Vityazevo
473611,Vilya
475369,Verkhneye Kazanishche
477301,Valday
477795,Ustyuzhna
478781,Urazovo
479140,Ul’yanovka
481608,Troitsk
482390,Tolmachevo
482986,Tim
483661,Temryuk
485231,Sylva
485964,Suslonger
487871,Staryy Urukh
488730,Staromyshastovskaya
489686,Spirovo
489868,Spas-Demensk
490040,Sovetskiy
490747,Soluno-Dmitriyevskoye
493839,Sholokhovskiy
494970,Sheltozero
496478,Sestroretsk
496859,Serëdka
498817,Saint Petersburg
499025,Samoded
499133,Saltykovka
500400,Russkiy Kameshkir
502124,Repnoye
502903,Rameshki
505259,Primorsko-Akhtarsk
505279,Primalkinskoye
507624,Pokhvistnevo
508257,Podkumskiy
508273,Podkletnoye
508390,Podgornaya
509483,Pinega
510997,Pervomayskaya
511264,Pereyaslovskaya
515698,Olenegorsk
515882,Oktyabr’skiy
517303,Novozavedennoye
517836,Novotroitsk
518255,Novorossiysk
518659,Novokuybyshevsk
518851,Oyskhara
518976,Novocheboksarsk
519777,Novaya Chigla
521500,Nikol’skoye
523405,Nartkala
523553,Nakhabino
524113,Mutsalaul
525566,Molodezhnoye
525585,Molochnoye
525988,Mshinskaya
526357,Mirnyy
526600,Mikun’
527888,Medvezh’yegorsk
528056,Medvedevo
529237,Mar’ino
531098,Malino
533284,Lunino
534073,Losevo
535625,Letnik
535639,Letka
535966,Leonovo
536098,Leninskiye Gory
536206,Yubileyny
537107,Lakinsk
537147,Lakhdenpokh’ya
537795,Kuz’minskiye Otverzhki
538913,Kurchaloy
539104,Kun’ya
541092,Kresty
542335,Krasnogvardeyskoye
542765,Krasnaya Gorka
542942,Krapivna
543133,Kozlovka
543605,Kotovsk
543899,Kostomuksha
545626,Kondopoga
547840,Kizlyar
547871,Kizema
548333,Kirs
548391,Kirovsk
548946,Khvorostyanka
550574,Kharitonovo
550844,Khadzhalmakhi
552500,Kargalinskaya
553159,Kanelovskaya
553169,Kandry
553190,Kandalaksha
554173,Kalininskaya
554444,Kakhun
554767,Izoplit
554791,Izmaylovo
555111,Ivanteyevka
555610,Ivanishchi
557140,Il’inskiy
559242,Gostilitsy
560058,Goritsy
561251,Glebychevo
561501,Gigant
561667,Gelendzhik
562136,Galitsy
562237,Gagarin
565783,Dobrun’
567902,Chkalovsk
568595,Chernyakhovsk
569318,Cheremshan
570770,Burmakino
570868,Burayevo
571170,Bugulma
571557,Bronnitsy
571913,Borzoy
575728,Bogatyye Saby
576317,Birsk
576754,Bernovo
578120,Belebey
579266,Baranchinskiy
580497,Astrakhan
581179,Ardon
819827,Razvilka
825760,Yuzhnyy
828440,Pervoye Maya
866057,Molochnyy
866986,Chinar
1485627,Yuzhnyy
1486040,Yemanzhelinka
1487086,Vinzili
1487860,Vagay
1488780,Tyukalinsk
1489398,Topchikha
1490036,Tashtyp
1490655,Sumkino
1491977,Shumskiy
1492827,Novoseleznëvo
1493458,Rudnichnyy
1494949,Pionerskiy
1496503,Noyabrsk
1496511,Novyy Urengoy
1499386,Manzherok
1500207,Luzino
1500426,Lobva
1500485,Listvyagi
1500990,Kytmanovo
1501795,Krivosheino
1504019,Kazanskoye
1504769,Kamyshlov
1505228,Izhmorskiy
1506258,Gornyak
1507638,Chunoyar
1510821,Baryshevo
1512165,Achinsk
1538635,Zheleznogorsk
1539582,Iogach
1540711,Muravlenko
2012530,Zhigansk
2013258,Vrangel’
2013332,Vol’no-Nadezhdinskoye
2014128,Urik
2015051,Trudovoye
2015400,Tel’ma
2015470,Tataurovo
2015547,Tarbagatay
2015707,Takhtamygda
2016680,Shirokiy
2016910,Severobaykal’sk
2021116,Kutulik
2023929,Gornorechenskiy
2025458,Chernyshevsk
2026609,Blagoveshchensk
2026643,Birobidzhan
2027198,Balagansk
2121126,Smirnykh
2122574,Ola
2126250,Chekhov
6930743,Vzmorye
7459800,Sudoverf’
8669631,Rybnoye
102585,Şafwá
109131,Al Mithnab
664170,Urecheşti
664202,General Berthelot
664311,Ulmeni
664329,Ulieşti
664404,Tutova
664475,Turceni
664729,Topoloveni
664852,Toflea
665318,Teiuş
665560,Tămășeu
665572,Tămașda
665681,Susenii Bârgăului
665903,Studinița
665982,Stremţ
666039,Stolniceni
666238,Ştefăneşti
666557,Sohodol
666770,Slănic-Moldova
666846,Sârbi
666981,Sânmihaiu Român
667065,Sâncrai
667089,Sânandrei
667121,Simeria
667395,Şendriceni
667402,Şendreni
667532,Seaca de Câmp
667707,Scheia
668411,Ruscova
668467,Runcu
668618,Roşiori
668622,Roșiori
668628,Roşiile
668724,Români
668979,Remetea Mare
669133,Răstoliţa
669258,Radna
669292,Rădăşeni
669326,Racovița
669649,Pricaz
669704,Predeal
669766,Potelu
670401,Ploscoș
670772,Pâraie
670812,Pietrosu
670969,Petrila
671067,Peştera
671128,Perieţi
671138,Periam
671243,Păuca
671374,Panticeu
671790,Oporelu
671805,Oneaga
671811,Oncești
671975,Odobeşti
672035,Ocina de Sus
672060,Oboga
672187,Nistru
672290,Neudorf
672359,Negrilești
672842,Morteni
672876,Morăreşti
673054,Mitoc
673393,Mihăileni
673401,Mihai Bravu
673453,Micula
674057,Mailat
674215,Mădăraș
674517,Lumina
674557,Luciu
675097,Lacu Sărat
675212,Jirov
675387,Izvoarele
675389,Izvoarele
675533,I. L. Caragiale
675758,Icoana
676037,Hopârta
676081,Holbav
676251,Hemeiuș
676358,Hălmăgel
676557,Gura Caliţei
676878,Goruna
677037,Glodenii Gândului
677199,Gârdani
677355,Ghindeni
677459,Gheorghieni
677489,Gheboaia
677812,Fundeni
677872,Frumuşica
677926,Frata
678005,Foieni
678261,Filiaşi
678605,Durneşti
678656,Dumitrești
678987,Drăgăneşti-Olt
679248,Dobreşti
679324,Dârlos
679448,Deveselu
679486,Beznea
679959,Cungrea
680316,Crasna
680340,Crăieşti
680379,Cracăul Negru
680404,Cozieni
680517,Cotenești
680546,Costineşti
680571,Costeşti
680874,Corbiţa
680907,Copalnic Mănăştur
680932,Copăcelu
681036,Comana
681160,Cogealac
681183,Codăeşti
681206,Cocora
681597,Cireşu
681775,Ciobanu
681833,Câmpurile de Jos
681861,Câmpineanca
682011,Chisindia
682366,Ceardac
682369,Cerchezu
682445,Cehei
682679,C.A. Rosetti
682783,Căprioru
682881,Călui
682951,Călinești
682995,Căldărăști
683304,Bulzeștii de Sus
683568,Buciumeni
683621,Bruiu
683656,Broscăuţi
683703,Brezniţa-Motru
683746,Breazu
683842,Brastavățu
683871,Brăniștari
683885,Brăneşti
684000,Bozieni
684116,Bosanci
684389,Bogdăneşti
684535,Bobiceşti
684697,Bâscenii de Sus
684964,Beștepe
685135,Belinţ
685265,Batârăşti
685281,Băţanii Mari
